"id","name","lat","lon"
601,"Iai",-20.6301,166.59
602,"Ikiti",-19.5795,169.356
603,"Ikiyau",-19.5795,169.356
604,"Imreang",-19.5795,169.356
605,"Kwamera",-19.5162550257512,169.462500377383
606,"Kwamera (Isiai)",-19.5954,169.442
607,"Kwamera (Port Resolution)",-19.5954,169.442
608,"Kwamera (Yatukwey)",-19.5954,169.442
609,"Lapwangtoai",-19.5795,169.356
610,"Lenakel",-19.4763,169.261
611,"Lenakel",-19.4665922322076,169.238891601562
612,"Lenakel (Lenaukas)",-19.4763,169.261
613,"Lenakel (Lonasilian)",-19.4763,169.261
614,"nDe’u",-20.8892,167.229
615,"Ne<U+014B>one",-21.5305,167.964
616,"Nengone",-21.5348470020488,167.98095703125
617,"Rotuman",-12.7863633858312,177.138087277041
618,"Sie",-18.8181,169.166
619,"Sye (Erromangan)",-18.9492577635907,169.61731364078
620,"Tanna, North",-19.3733,169.303
621,"Tanna, Southwest",-19.5804934792025,169.354248046875
622,"Ura",-18.6747,169.084
623,"Ura",-18.9492577635907,169.61731364078
624,"Western Fijian (Navosa)",-17,177.3
625,"Whitesands (Iarkei)",-19.5019,169.381
626,"Whitesands (Loniel)",-19.5019,169.381
627,"'Are'are (Ma'asupa Village)",-9.25,161.166667
628,"'Are'are (Waiahaa Village)",-9.25,161.166667
629,"Arosi",-10.25,161.333333
630,"Arosi (Oneibia Village)",-10.25,161.333333
631,"Arosi (Tawatana Village)",-10.25,161.333333
632,"Bauro (Baroo Village)",-10.58257,161.86319
633,"Bauro (Haununu)",-10.58257,161.86319
634,"Bauro (Pawa Village)",-10.58257,161.86319
635,"Bughotu",-8.49410453755188,159.80712890625
636,"Dori'o",-9.11536,160.89663
637,"Fagani",-10.44791,161.6618
638,"Fagani (Agufi)",-10.44791,161.6618
639,"Fagani (Rihu'a)",-10.44791,161.6618
640,"Fataleka",-8.59041,160.86142
641,"Ghari",-9.36235282205559,159.697265625
642,"Ghari (Ndi)",-9.4791,159.91736
643,"Ghari (Nggae)",-9.4791,159.91736
644,"Ghari (Nggeri)",-9.4791,159.91736
645,"Ghari (Nginia)",-9.4791,159.91736
646,"Ghari (Tandai)",-9.4791,159.91736
647,"Kahua",-10.69634,162.19059
648,"Kahua (Mami)",-10.69634,162.19059
649,"Kwai",-8.74742,161.02303
650,"Kwaio",-9.05870215639213,161.0595703125
651,"Kwara'ae (Solomon Islands')",-8.68963906812765,160.77392578125
652,"Langalanga",-8.81936,160.74125
653,"Lau",-7.8960295932731,160.6201171875
654,"Lau (North)",-9.583333,161.5
655,"Lau (Walade)",-9.583333,161.5
656,"Lengo",-9.56425,160.42011
657,"Lengo (Ghaimuta)",-9.56425,160.42011
658,"Lengo (Paripao)",-9.56425,160.42011
659,"Longgu",-9.75,160.666667
660,"Malango",-9.61383,160.11784
661,"Marau (Guadalcanal)",-9.20699,161.158
662,"Mbaelelea",-8.41627,160.72097
663,"Mbaengguu",-8.49014,160.77123
664,"Mbirao",-9.73716,160.52035
665,"Mbughotu (Dhadhaje)",-8.47948,159.80177
666,"Nggela",-9.08,160.25
667,"Oroha",-9.7386,161.51281
668,"Rawo",-2.833333,141.583333
669,"Sa'a",-9.79567758282973,161.982421875
670,"Sa'a (A'ulu Village)",-9.616667,161.45
671,"Sa'a (Sa'a Village)",-9.616667,161.45
672,"Sa'a (Uki Ni Masi)",-9.616667,161.45
673,"Sa'a (Ulawa)",-9.616667,161.45
674,"Santa Ana",-10.83651,162.46754
675,"Santa Catalina",-10.82553,162.30467
676,"Talise",-9.76764,160.231
677,"Talise (Koo)",-9.76764,160.231
678,"Talise (Malagheti)",-9.76764,160.231
679,"Talise (Moli)",-9.76764,160.231
680,"Talise (Poleo)",-9.76764,160.231
681,"Tawaroga",-10.69634,162.19059
682,"To'ambaita",-9.8264092523997,161.896610150297
683,"Tolo",-9.8264092523997,161.896610150297
684,"Babatana",-7.18810087117902,157.08251953125
685,"Babatana (Avasö)",-7,156.833333
686,"Babatana (Katazi)",-7,156.833333
687,"Babatana (Lömaumbi)",-7,156.833333
688,"Babatana (Tunöe)",-7,156.833333
689,"Bali-Vitu",-4.8938,149.141
690,"Banoni",-6.51181470634789,155.28076171875
691,"Barok",-4.04342622844082,152.266393626474
692,"Bilur",-4.48552557451467,153.408911795637
693,"Blablanga",-8.15058,159.41863
694,"Blablanga (Ghove)",-8.15058,159.41863
695,"Bola",-5.5579,150.095
696,"Bulu",-5.0613,150.101
697,"Cheke Holo",-8.29847029706735,159.6533203125
698,"East Kara (Lemakot)",-2.8196,151.111
699,"Ghanongga",-8.02035,156.55189
700,"Haku",-5.06832,154.59388
701,"Halia (Selau)",-5.26603,154.66185
702,"Hoava",-8.11361508149333,157.56591796875
703,"Kandas",-4.04342622844082,152.266393626474
704,"Kara (West)",-2.83,151.12
705,"Kazukuru",-8.23886,157.6873
706,"Kilokaka (Ysabel)",-8.20605,159.32922
707,"Kokota",-8,159.13
708,"Kubokota",-8.02035,156.55189
709,"Kusaghe",-8.04056,157.46268
710,"Label",-4.4697,152.678
711,"Laghu (Samasodu)",-8.00509,158.96112
712,"Lakalai",-5,151
713,"Lihir (Sunglik)",-3.18895,152.60632
714,"Lunga Lunga  (Minigir)",-4.21357,152.01027
715,"Lungga",-8.17469,156.57264
716,"Luqa",-8.17469,156.57264
717,"Madak",-4.04342622844082,152.266393626474
718,"Madak (Lamasong Dial.)",-4.04342622844082,152.266393626474
719,"Madara",-2.64128,151.97937
720,"Maringe (Kmagha)",-8.533333,159.866667
721,"Maringe (Leleghia)",-8.433333,159.766667
722,"Maringe (Tataba)",-8.333333,159.66667
723,"Marovo",-8.78193952103597,158.186645507812
724,"Maututu",-5.58,150.58
725,"Mbareke",-8.66826,157.99717
726,"Meramera",-4.9747,151.528
727,"Mono",-7.05,155.75
728,"Mono (Alu)",-7.05,155.75
729,"Mono (Fauro)",-7.05,155.75
730,"Nakanai (Bileki Dialect)",-5.50663967435489,150.46875
731,"Nalik",-3.72492858395654,152.118582078314
732,"Nalik",-3.72492858395654,152.118582078314
733,"Nduke",-7.97768,157.06392
734,"Nehan",-4.59088225038226,154.206597633045
735,"Nehan Hape",-4.48607103437042,154.215087890625
736,"Nggao (Poro)",-8.35163,159.78866
737,"Nissan",-4.59088225038226,154.206597633045
738,"Patpatar",-3.71078200434872,152.4462890625
739,"Piva",-6.152,155.129
740,"Ramoaaina",-4.1731,152.451
741,"Ririo",-6.88280024176756,156.86279296875
742,"Roviana",-8.25498270487786,157.32421875
743,"Sengga",-7,156.833333
744,"Siar",-4.04342622844082,152.266393626474
745,"Simbo",-8.26925,156.53732
746,"Sisingga",-7.25622,157.22809
747,"Solos",-4.88450498829041,154.480658485549
748,"Sursurunga",-3.9908,152.768
749,"Tabar",-3.28697764528902,151.651036159741
750,"Taiof",-5.74325805829892,155.178353833599
751,"Tangga",-3.46955730306146,153.226318359375
752,"Teop",-5.72705323593056,155.030100110907
753,"Tiang",-3.2115170197835,151.090990842961
754,"Tigak",-2.64676323074096,150.611572265625
755,"Tolai",-4.25,152.08
756,"Torau",-5.89078468421825,155.211915129668
757,"Tungag / Tungak / Lavongai",-2.55,150.25
758,"Ughele",-8.45725,157.3407
759,"Uruava",-6.23314,155.57304
760,"Vaghua",-6.67551952902459,156.46728515625
761,"Vangunu",-8.66826,157.99717
762,"Varisi",-6.81735282262214,156.55517578125
763,"Varisi (Ghone)",-6.83443,156.65519
764,"Vitu",-4.85071989271819,150.005982471755
765,"Zabana (Kia)",-7.77630850377619,158.79638671875
766,"Äiwoo",-10.25276,166.19568
767,"Asumboa",-11.24845,166.47583
768,"Buma",-11.63,166.83
769,"Lwepe, Santa Cruz",-10.6849,165.73425
770,"Malo, Santa Cruz",-10.49591,165.74249
771,"Nanggu",-10.71459,165.92651
772,"Nembao",-11.27,166.45111
773,"Tanema",-11.67645,166.82602
774,"Tanimbili",-11.2902,166.52664
775,"Teanu",-11.6361,166.89331
776,"Vano",-11.66972,166.87683
777,"‘Aragùr<U+025B>",-21.8223,166.376
778,"’Aek<U+025B>",-21.0735,164.869
779,"’Avek<U+025B>",-21.0249,164.753
780,"<U+0272>ua",-20.5664,164.51
781,"<U+029D>alasu",-20.25,164.2
782,"<U+02B0>Moaek<U+025B>",-20.7708,165.04
783,"<U+02B0>Moavek<U+025B>",-20.9246,164.768
784,"<U+1D50>Belep",-19.72,163.66
785,"<U+1D50>Boewe",-21.6269,165.473
786,"<U+1D50>Bonnde",-20.5664,164.51
787,"Ajiø",-21.3029,165.468
788,"Anesù",-21.7034,165.996
789,"Ar<U+0283>a",-21.2866,165.273
790,"Aro",-21.3183,165.161
791,"camuki",-20.8489,165.13
792,"Canala",-21.67,166
793,"Ciri",-21.8147,165.792
794,"Drubea",-22.0947,166.531
795,"Houaïlou",-21.3029,165.468
796,"Jawe",-20.6648,164.676
797,"Jawe",-20.6430655467265,164.77294921875
798,"Kapone",-22.2689,166.705
799,"Koumac",-20.4035,164.193
800,"Moene<U+1D50>be<U+014B>",-20.4114,164.578
801,"N<U+025B>mi",-20.6791,164.797
802,"nDu<U+1D50>bea",-22.0947,166.531
803,"Neku",-21.6524,165.578
804,"Nêlêmwa",-20.25,164.08
805,"Nenema",-20.4035,164.193
806,"Nyelâyu",-19.72,163.66
807,"Nyelâyu (Belep Dialect)",-19.72,163.66
808,"Pat<U+032A>i",-21.096,165.15
809,"Pinje",-20.7824,164.942
810,"Poai",-20.6873,164.901
811,"Poamei",-20.8442,164.77
812,"Poapoã",-20.8133,164.556
813,"Sirehë",-21.6544,165.482
814,"Wamoa<U+014B>",-20.5014,164.409
815,"Carolinian",15,146
816,"Chuukese",7.57584198321025,151.961399557619
817,"Chuukese",7.57584198321025,151.961399557619
818,"Kiribati",-1.09129174695414,172.110425708816
819,"Kusaie",5.3,163
820,"Marshallese",7.87763837400782,171.596844971193
821,"Marshallese (E. Dialect)",7.87763837400782,171.596844971193
822,"Mokilese",5.82747701360214,161.719829148869
823,"Mortlockese",6.53199183495729,155.769306852686
824,"Mortlockese (Lukunosh)",5.5073,153.7108
825,"Nauru",-1.11153781957284,166.528582279545
826,"Pingilapese",6.216667,160.7
827,"Pingilapese",6.216667,160.7
828,"Ponapean",5.63347995011737,159.008384518223
829,"Pulo-Annan",4.72352468172097,132.098595397709
830,"Pulo Anna",4.72352468172097,132.098595397709
831,"Puluwatese",7.33,149.33
832,"Saipan Carolinian",15.3384618054491,147.358840425045
833,"Saipan Carolinian Tanapag",15.4437558996518,146.562665448462
834,"Satawalese",7.9621864319533,146.25381429925
835,"Sonsorolese",5.333333,132.25
836,"Ulithian",9.9614,139.6036
837,"Woleai",7.9621864319533,146.25381429925
838,"Woleaian",7.9621864319533,146.25381429925
839,"Avava",-16.24368,167.47009
840,"Avava (Banga<U+02D0>sak)",-16.2701,167.484
841,"Avava (Khatbol)",-16.2701,167.484
842,"Avava (Timbibi)",-16.2701,167.484
843,"Avava (Tisvel)",-16.2701,167.484
844,"Butmas-Tur (Butmas)",-15.3353,167.034
845,"Butmas-Tur (Tur)",-15.3353,167.034
846,"Dixon Reef",-16.3267,167.516
847,"Dixon Reef",-16.3267,167.516
848,"Fifti (Khatbol)",-16.2701,167.484
849,"Katbol",-16.2701,167.484
850,"Labo (Ninde)",-16.4291,167.442
851,"Labo (Windua)",-16.4291,167.442
852,"Larevat",-16.1971,167.387
853,"Letemboi",-16.4339,167.566
854,"Letemboi (Aingelemolesa)",-16.4339,167.566
855,"Letemboi (Natingatlang North)",-16.4339,167.566
856,"Letemboi (Nevatanyene)",-16.4339,167.566
857,"Letemboi (Newotenyene)",-16.4339,167.566
858,"Litzlitz",-16.1331,167.415
859,"Lorediakarkar",-15.3348,167.1663
860,"Maragus",-16.0695,167.33
861,"Maraxus",-16.0695,167.33
862,"Na:ti (Windua)",-16.4687,167.4961
863,"Naman",-16.13818,167.45087
864,"Naman (Litzlitz)",-16.1331,167.415
865,"Nasarian (Wileven tu)",-16.3497,167.414
866,"Nasvang (Farun - children) 162-96",-16.4582,167.6396
867,"Nasvang (Farun) 162-90",-16.4582,167.6396
868,"Nasvang (Farun) 162-93",-16.4582,167.6396
869,"Nasvang (Farun) 162-95a",-16.4582,167.6396
870,"Natangan (Farun) 162-95b",-16.4339,167.566
871,"Natangan (Mbonvor) 162-86",-16.4339,167.566
872,"Neve'ei",-16.2253,167.427
873,"Neve'ei",-16.2305,167.40967
874,"Neve'ei (Vinmavis)",-16.2253,167.427
875,"Neve'ei (Vinmavis)",-16.2253,167.427
876,"Neverver",-16.1986,167.499
877,"Neverver (Lingarak - Mindu)",-16.1986,167.499
878,"Neverver (Lingarak - Sakan)",-16.1986,167.499
879,"Ninde (Labo)",-16.4291,167.442
880,"Ninde (Lawa)",-16.4291,167.442
881,"Ninde (Lorlo)",-16.4291,167.442
882,"Ninde (Opmomba)",-16.4291,167.442
883,"Ninde (Windua)",-16.4291,167.442
884,"Nisvai (Blacksands)",-16.4131,167.7856
885,"Nitita (Khatbol)",-16.2701,167.484
886,"Nombotkote (Blacksands)",-16.4339,167.566
887,"Nombotkote (Melaklak (Melkin))",-16.4339,167.566
888,"Nombotkote (Usus - Melkin)",-16.4339,167.566
889,"Novol (Melaklak)",-16.4339,167.566
890,"Novol (Usus - Dixon Reef)",-16.4339,167.566
891,"Novol (Usus - Dixon Reef)",-16.4339,167.566
892,"Novol (Usus - Dixon Reef)",-16.4339,167.566
893,"Polonombauk",-15.2553,167.1389
894,"Repanbitipmbangir",-16.3265,167.619
895,"Sakao",-15.0757,167.051
896,"Sakao (Port-Olry)",-15.077427674848,167.019653320312
897,"Salang (Dixon Reef)",-16.2701,167.484
898,"Shark Bay",-15.2553,167.1389
899,"Shark Bay",-15.2553,167.1389
900,"Tape",-16.05109,167.25037
901,"Tape (Tautu)",-16.0695,167.33
902,"Timbembe",-16.2701,167.484
903,"V'ënen Taut (Leviamp)",-16.0903,167.239
904,"V'ënen Taut (Unmet)",-16.0903,167.239
905,"Venen Taute (Alpalak)",-16.0903,167.239
906,"Venen Taute (Hamax)",-16.0903,167.239
907,"Venen Taute (Unmet)",-16.0903,167.239
908,"Akei",-15.6377,166.767
909,"Akei (Penantsiro)",-15.6377,166.767
910,"Akei (Tasiriki)",-15.6377,166.767
911,"Amblong",-15.5169,166.95
912,"Aore",-15.5753,167.166
913,"Araki",-15.633,166.9525
914,"Araki (Southwest Santo)",-15.67,166.92
915,"Baki",-16.7096,168.165
916,"Bierebo (Bonkovia)",-16.6663,168.154
917,"Bierebo (Burupika)",-16.6663,168.154
918,"Bierebo (Tavio)",-16.6663,168.154
919,"Bierebo (Yevali)",-16.6663,168.154
920,"Bieria (Vowa)",-16.7867,168.232
921,"Efate, North (Nguna)",-17.5774,168.375
922,"Efate, North (Pwele)",-17.5774,168.375
923,"Efate, North (Sesake)",-17.5774,168.375
924,"Efate, North (Siviri)",-17.5774,168.375
925,"Efate, North (Woraviu)",-17.5774,168.375
926,"Efate, South (Eratap)",-17.7006,168.377
927,"Eton",-17.74,168.549
928,"Fortsenal",-15.4484,166.931
929,"Lamenu",-16.6098,168.171
930,"Lamenu (Filakara)",-16.6098,168.171
931,"Lamenu (Mapremo)",-16.6098,168.171
932,"Lamenu (Mate)",-16.6098,168.171
933,"Lamenu (Nikaura)",-16.6098,168.171
934,"Lamenu (Nul)",-16.6098,168.171
935,"Lamenu (Nuvi)",-16.6098,168.171
936,"Lamenu (Visina)",-16.6098,168.171
937,"Lelepa",-17.6042,168.202
938,"Lelepa",-17.6042,168.202
939,"Lelepa (Pango)",-17.6042,168.202
940,"Mafea",-15.4316,167.241
941,"Maii",-16.7388,168.211
942,"Malo (North)",-15.6835,167.16
943,"Malo (South)",-15.6835,167.16
944,"Merei",-15.2839,166.905
945,"Merei",-15.33187,166.8988
946,"Morouas",-15.3498,166.891
947,"Morouas (Batunlamak)",-15.3498,166.891
948,"Namakir",-17.0967026510254,168.727337973694
949,"Namakura (Bongabonga)",-16.8979,168.569
950,"Namakura (Makura)",-16.8979,168.569
951,"Namakura (Mataso)",-16.8979,168.569
952,"Namakura (Tongariki)",-16.8979,168.569
953,"Narango",-15.5259,167.047
954,"Narango (Nambel)",-15.5259,167.047
955,"Navut",-15.3169,166.798
956,"Navut (Matae)",-15.3169,166.798
957,"Nguna",-17.4397629500525,168.379618175383
958,"Nokuku",-14.8974,166.603
959,"Piamatsina",-14.9959,166.738
960,"Roria",-15.4048,166.843
961,"South Efate",-17.7486866517288,168.491821289062
962,"Tambotalo",-15.5004,167.139
963,"Tangoa",-15.5643,166.958
964,"Tasmate",-15.0792,166.664
965,"Tiale",-15.2334,166.842
966,"Tolomako",-15.1569,166.772
967,"Tutuba",-15.4913,167.218
968,"Valpei",-14.712,166.606
969,"Valpei (Hukua)",-14.712,166.606
970,"Vunapu",-14.8477,166.691
971,"Wailapa",-15.5656,166.902
972,"Wusi (Kerepua)",-15.2786,166.696
973,"Wusi (Mana)",-15.2786,166.696
974,"Wusi (Nonona)",-15.2786,166.696
975,"Wusi (Valui)",-15.2786,166.696
976,"Ambae, East (Lolomatui)",-15.3523,167.89
977,"Ambae, East (Lolsiwoi)",-15.3523,167.89
978,"Ambae, East (Wailengi)",-15.3523,167.89
979,"Ambae, West (Ngwatua)",-15.4281,167.807
980,"Ambrym, North (Fonah)",-16.1741,168.14
981,"Ambrym, North (Ranon)",-16.1741,168.14
982,"Ambrym, South-East",-16.3095955177422,168.255615234375
983,"Ambrym, Southeast (Maat)",-16.2975,168.211
984,"Ambrym, Southeast (Toak)",-16.2975,168.211
985,"Apma",-15.8559,168.189
986,"Apma (Suru Kavian)",-15.85593,168.18897
987,"Apma (Suru Mwerani)",-15.85593,168.18897
988,"Baetora",-15.2574,168.159
989,"Baetora (Narovorovo)",-15.2574,168.159
990,"Baetora (Nasawa)",-15.2574,168.159
991,"Baetora (Navenevene)",-15.2574,168.159
992,"Baetora (Tam)",-15.2574,168.159
993,"Daakaka (Baiap)",-16.2696,168.013
994,"Daakaka (Sesivi)",-16.2696,168.013
995,"Dorig",-14.2916,167.55
996,"Hiw",-13.1391,166.556
997,"Hiw",-13.13907,166.55592
998,"Koro",-14.2943,167.467
999,"Lakona",-14.213,167.472
1000,"Lehali",-13.5043,167.332
1001,"Lemerig (Bek)",-13.7427,167.436
1002,"Lemerig (Sasar)",-13.7427,167.436
1003,"Lonwolwol",-16.2286,168.016
1004,"Löyöp",-13.5406,167.336
1005,"Maewo, Central (Peterara)",-15.0784,168.135
1006,"Marino",-14.9738,168.12
1007,"Mota",-13.8485,167.6949
1008,"Mota",-13.7247389269407,168.213678544669
1009,"Mwerlap (Merig)",-14.4213,168.039
1010,"Mwerlap (Merlav)",-14.4213,168.039
1011,"Mwotlap",-13.6535,167.673
1012,"Mwotlap",-13.4556689744198,167.907176579306
1013,"Nume",-14.209,167.562
1014,"Orkon",-16.24896,168.02765
1015,"Paama (Faulili)",-16.4755,168.2369
1016,"Paama (Laul)",-16.4755,168.2369
1017,"Paama (Lironesa)",-16.4755,168.2369
1018,"Paamese (South)",-16.5203659124421,168.338012695312
1019,"Peterara (Maewo)",-15.1251588785853,168.145751953125
1020,"Port Vato",-16.3083,168.046
1021,"Raga",-15.6248460642799,169.016196325761
1022,"Raga",-15.5432,168.167
1023,"Sa",-15.9534,168.228
1024,"Sa (south-eastern dialect)",-15.95342,168.22772
1025,"Seke",-15.8839,168.197
1026,"Ske (Seke)",-15.8839,168.19662
1027,"Sowa",-15.8265,168.1865
1028,"Sowa",-15.82653,168.18653
1029,"Toga",-13.252,166.613
1030,"Vera'a (Vatrata)",-13.8096,167.475
1031,"Vurës (Mosina)",-13.8746,167.516
1032,"Vurës (Vetumboso)",-13.8746,167.516
1033,"Wetamut",-14.2916,167.55
1034,"Aitchin (Orap)",-16.0095,167.3464
1035,"Aitchin (Small Island)",-16.0095,167.3464
1036,"Aulua",-16.3579,167.697
1037,"Aulua (Loxse Asolokh)",-16.3579,167.697
1038,"Aulua (Loxse Lanfitfit)",-16.3579,167.697
1039,"Aulua (Netimb)",-16.3579,167.697
1040,"Avok (Avok) 162-101",-16.4838,167.707
1041,"Avok (Avok) 162-99",-16.4838,167.707
1042,"Avok (Hokai) 162-97a",-16.4838,167.707
1043,"Avok (Hokai) 162-98",-16.4838,167.707
1044,"Avok (Shiaf)",-16.4838,167.707
1045,"Axamb",-16.4838,167.707
1046,"Axamb (Avok)",-16.4838,167.707
1047,"Axamb (Farun) 162-94",-16.4838,167.707
1048,"Axamb (Maxbaxo)",-16.4838,167.707
1049,"Axamb (Small Island-Brisbane) 162-89",-16.4838,167.707
1050,"Axamb (Small Island-Maliambur) 162-88",-16.4838,167.707
1051,"Banam Bay (Burmbar)",-16.4165,167.7312
1052,"Banam Bay (Lepaxsivir)",-16.4165,167.7312
1053,"Banam Bay (Vartavo)",-16.4165,167.7312
1054,"Burmbar",-16.4165,167.7312
1055,"Burmbar (Fartavo)",-16.4165,167.7312
1056,"Espiegel's Bay (Litebral)",-15.9813,167.208
1057,"Espiegels' Bay (Shore)",-15.9813,167.208
1058,"Mae",-15.9914,167.288
1059,"Mae (Orap)",-15.9914,167.288
1060,"Malua Bay",-15.9813,167.208
1061,"Malua Bay (Marasup)",-15.9813,167.208
1062,"Malua Bay (Petarmul 1)",-15.9813,167.208
1063,"Malua Bay (Petarmul 2)",-15.9813,167.208
1064,"Malua Bay (Petarmur)",-15.9813,167.208
1065,"Malua Bay (TipTir)",-15.9813,167.208
1066,"Maskelynes",-16.5073,167.818
1067,"Mpotovoro",-15.8988,167.232
1068,"Na'ahai (Mbatambang) 162-83",-16.5499,167.509
1069,"Na'ahai (Mbatvanui) 162-85",-16.5499,167.509
1070,"Na'ahai (Toman Island) 162-82",-16.5499,167.509
1071,"Na'axai (Malfaxal) 162-84",-16.5499,167.509
1072,"Naha'ai",-16.5499,167.509
1073,"Nahavaq",-16.4993,167.45361
1074,"Nahavaq (Benour)",-16.5116,167.477
1075,"Nahavaq (Benour)",-16.5116,167.477
1076,"Nahavaq (Caroline Bay)",-16.5116,167.477
1077,"Nahavaq (Lembinwen)",-16.5116,167.477
1078,"Nahavaq (Lembinwin)",-16.5116,167.477
1079,"Nati",-16.45189,167.49756
1080,"Nese",-16.06165,167.18719
1081,"Pangkumu (Datisman)",-16.2934,167.651
1082,"Pangkumu (Ndarmif)",-16.2934,167.651
1083,"Port Sandwich",-16.4952,167.78
1084,"Port Sandwich (Lamap 1)",-16.4952,167.78
1085,"Port Sandwich (Lamap 2",-16.4952,167.78
1086,"Rano (Chinambong)",-16.0095,167.3464
1087,"Rano (Potora)",-16.0095,167.3464
1088,"Rano (Small Island)",-16.0095,167.3464
1089,"Rerep",-16.2934,167.651
1090,"Tirax (Bakru)",-15.9914,167.288
1091,"Tirax (Mae A)",-15.9914,167.288
1092,"Tirax (Mae B)",-15.9914,167.288
1093,"Tirax (Olamb)",-15.9914,167.288
1094,"Uliveo (Lurtes) 162-107",-16.5073,167.818
1095,"Uliveo (Palongk) 162-103",-16.5073,167.818
1096,"Uliveo (Palongk) 162-104",-16.5073,167.818
1097,"Uliveo (Pescaros) 162-106",-16.5073,167.818
1098,"Uliveo (Peskaros) 162-105",-16.5073,167.818
1099,"Unua",-16.2638,167.599
1100,"Unua (Mbatumbo)",-16.2638,167.599
1101,"Unua (Noferai)",-16.2638,167.599
1102,"Uripiv-Wala-Rano-Atchin (Atchin)",-16.0095,167.3464
1103,"Uripiv-Wala-Rano-Atchin (Pinalum)",-16.0095,167.3464
1104,"Uripiv-Wala-Rano-Atchin (Rano)",-16.0095,167.3464
1105,"Uripiv-Wala-Rano-Atchin (Tautu)",-16.0095,167.3464
1106,"Uripiv-Wala-Rano-Atchin (Uri)",-16.0095,167.3464
1107,"Uripiv-Wala-Rano-Atchin (Uripiv)",-16.0095,167.3464
1108,"Uripiv-Wala-Rano-Atchin (Wala)",-16.0095,167.3464
1109,"Uripiv (D'urpif 1)",-16.0095,167.3464
1110,"Uripiv (D'urpif 2",-16.0095,167.3464
1111,"Uripiv (Potnambwe)",-16.0095,167.3464
1112,"Vao",-15.8983,167.31
1113,"Vao (Beetehul)",-15.8983,167.31
1114,"Vao (Peteri)",-15.8983,167.31
1115,"Vao (Torono)",-15.8983,167.31
1116,"Wala (Botku)",-16.0095,167.3464
1117,"Wala (Worprev A)",-16.0095,167.3464
1118,"Wala (Worprev B)",-16.0095,167.3464
1119,"Anuta",-11.610833,169.850278
1120,"Bellona",-11.616667,160.25
1121,"Emae",-17.0967026510254,168.727337973694
1122,"Emae (Makatea)",-17.052,168.399
1123,"Fila",-17.6841,168.275
1124,"Futuna-Aniwa",-14.9867139802973,182.609520349045
1125,"Futuna-Aniwa (Aniwa)",-19.5303,170.215
1126,"Futuna-Aniwa (Futuna)",-19.5303,170.215
1127,"Futuna, East",-14.7243335869605,181.824223617191
1128,"Futuna, West",-19.5776494945719,169.812397597848
1129,"Hawaiian",19.5597901364974,204.521484375
1130,"Ifira-Mele (Mele-Fila)",-17.7329908495402,168.299560546875
1131,"Kapingamarangi",1.05,154.75
1132,"Luangiua",-5.1974121191344,159.654401499906
1133,"Mangaia",-21.23,200.22
1134,"Mangareva",-21.587940101105,223.618093170139
1135,"Manihiki",-10.4,199
1136,"Maori",-35.7465122599185,174.0234375
1137,"Maori (1773)",-35.0347799887453,172.808457286388
1138,"Marquesan",-9,220
1139,"Marquesan (Nukuhiva dialect)",-8.89412,219.89208
1140,"Mele",-17.6841,168.275
1141,"Nanumea",-7.4778,178.69192
1142,"Niuafo'ou",-15.60144,184.36009
1143,"Niue",-17.6564165732356,190.407799087696
1144,"Nuguria",-3.40038,154.73118
1145,"Nukeria",-3.33333,154.75
1146,"Nukuoro",3.83,154.92
1147,"Old Rapa (Rapa)",-27.6304,215.662
1148,"Penrhyn",-9,202
1149,"Pukapuka",-10.9247420638001,194.156172375576
1150,"Ra'ivavae",-23.3843,210.538
1151,"Rapa",-27.63043,215.66248
1152,"Rapanui (Easter Island)",-27.1178128423212,250.628356933594
1153,"Rarotongan",-21.2785312509184,200.253645026256
1154,"Rennellese",-11.0666978056568,160.785996159166
1155,"Rurutuan",-22.4032609605342,208.821145963949
1156,"Samoan",-14,190
1157,"Sikaiana",-8.38543101556771,162.740478515625
1158,"South Island Maori",-40,176
1159,"Tahiti (1773)",-17.6361413556613,210.585186748952
1160,"Tahitian (18th Century)",-17.6361413556613,210.585186748952
1161,"Tahitian (Modern)",-17.6361413556613,210.585186748952
1162,"Takuu",-4.75,157.033333
1163,"Tikopia",-13.3825991097862,168.991005186142
1164,"Tokelau",-8.95178497468883,188.463445097262
1165,"Tongan",-21.2305021019564,184.85595703125
1166,"Tuamotu",-18.5148393344629,219.399418063014
1167,"Tuvalu",-8.52941682451236,179.184265136719
1168,"Uvea, East",-13.362214926141,184.04105791863
1169,"Uvea, West",-20.6430655467265,166.563720703125
1170,"Vaeakau-Taumako",-10.22,166.22
1171,"A",4.43404,114.33472
1172,"Abaknon",12.41981,124.16679
1173,"Acehnese",3.90757,96.60325
1174,"Admiralty Islands",-2.00957066138638,146.537009021529
1175,"Aklan",11.5338521915105,122.36572265625
1176,"Amalumute",-3.07796030635209,128.283088067816
1177,"Amara",-5.52851052569279,148.677978515625
1178,"Ambon",-3.60809595824749,128.289581217161
1179,"Amis",23.2656410617637,121.333224604167
1180,"Aneityum",-20.1882175479113,169.825830078125
1181,"Anuki",-9.6692,149.822
1182,"Arawe",-6.0002,150.403
1183,"Arawe-Pasismanua",-6.06883001525821,150.175893229167
1184,"Are",-9.52982641558124,149.849126957553
1185,"Are-Taupota",-9.84845618470277,150.169704203357
1186,"Arta",16.4185,121.656
1187,"Aru",-3.58824714285714,132.678428142857
1188,"Astrolabe",-5.58576666666667,146.318
